Source,Target,W,Weight,Sight
1,0,-0.0034883089356171145,0.0034883089356171145,0
2,0,-0.0030015204599272,0.0030015204599272,0
3,0,-0.0034152540572915152,0.0034152540572915152,0
4,0,-0.010727845579916566,0.010727845579916566,0
5,0,0.007041100000984874,0.007041100000984874,1
6,0,0.02099235490427999,0.02099235490427999,1
7,0,0.005961195981236117,0.005961195981236117,1
8,0,-0.005166194637812442,0.005166194637812442,0
9,0,-0.01736114844089175,0.01736114844089175,0
0,1,-0.012073596475531516,0.012073596475531516,0
2,1,-0.006282582767680218,0.006282582767680218,0
3,1,0.002110519443825404,0.002110519443825404,1
4,1,-0.034911414801743534,0.034911414801743534,0
5,1,0.0006439646962466218,0.0006439646962466218,1
6,1,0.012795753487945033,0.012795753487945033,1
7,1,0.049528143270585724,0.049528143270585724,1
8,1,-0.029857256226673203,0.029857256226673203,0
9,1,-0.013034312233402758,0.013034312233402758,0
0,2,0.004773275533806916,0.004773275533806916,1
1,2,-0.003474045383442327,0.003474045383442327,0
3,2,-0.005442463911054192,0.005442463911054192,0
4,2,-0.008650339580066667,0.008650339580066667,0
5,2,-0.005307694745751995,0.005307694745751995,0
6,2,-0.01755951016610476,0.01755951016610476,0
7,2,0.02014652575904257,0.02014652575904257,1
8,2,-0.025105190307416887,0.025105190307416887,0
9,2,0.024410499760957497,0.024410499760957497,1
0,3,-0.0013727776431090972,0.0013727776431090972,0
1,3,0.013027169291410868,0.013027169291410868,1
2,3,-0.021829271547982563,0.021829271547982563,0
4,3,0.005983605912018963,0.005983605912018963,1
5,3,0.01608384041356995,0.01608384041356995,1
6,3,0.04355776730873334,0.04355776730873334,1
7,3,0.010627460279423472,0.010627460279423472,1
8,3,0.0380246882114392,0.0380246882114392,1
9,3,0.007331289504050607,0.007331289504050607,1
0,4,-0.018342212958804643,0.018342212958804643,0
1,4,-0.016452386286959633,0.016452386286959633,0
2,4,-0.011837129003764576,0.011837129003764576,0
3,4,0.001746670791223628,0.001746670791223628,1
5,4,-0.0077182687180877,0.0077182687180877,0
6,4,0.008022041280515504,0.008022041280515504,1
7,4,0.03285479670278127,0.03285479670278127,1
8,4,-0.048956065774522634,0.048956065774522634,0
9,4,-0.00769696022120992,0.00769696022120992,0
0,5,-0.014862690222257946,0.014862690222257946,0
1,5,0.004568919074410274,0.004568919074410274,1
2,5,0.00625314412173257,0.00625314412173257,1
3,5,0.005785621880101951,0.005785621880101951,1
4,5,-0.007715666820565006,0.007715666820565006,0
6,5,-0.034387512649266636,0.034387512649266636,0
7,5,0.004733914951598659,0.004733914951598659,1
8,5,-0.007467538965017584,0.007467538965017584,0
9,5,-0.013876025329784164,0.013876025329784164,0
0,6,0.011453866928418365,0.011453866928418365,1
1,6,0.006122823576723623,0.006122823576723623,1
2,6,0.00804598003546646,0.00804598003546646,1
3,6,0.04503346320291446,0.04503346320291446,1
4,6,0.00198404652471851,0.00198404652471851,1
5,6,-0.0287448780086908,0.0287448780086908,0
7,6,-0.023589104059475657,0.023589104059475657,0
8,6,-0.014895694980357803,0.014895694980357803,0
9,6,0.015101085378236415,0.015101085378236415,1
0,7,0.0006109117522386484,0.0006109117522386484,1
1,7,0.01893169789670407,0.01893169789670407,1
2,7,0.0018851108698993068,0.0018851108698993068,1
3,7,-0.01024910998308653,0.01024910998308653,0
4,7,0.009457218986895319,0.009457218986895319,1
5,7,-0.0034778150057732478,0.0034778150057732478,0
6,7,0.006583676514782201,0.006583676514782201,1
8,7,0.019564600140722636,0.019564600140722636,1
9,7,0.0104970224222131,0.0104970224222131,1
0,8,-0.0008577530496895467,0.0008577530496895467,0
1,8,0.003070029952018645,0.003070029952018645,1
2,8,-0.006834495944339495,0.006834495944339495,0
3,8,0.012767450707166684,0.012767450707166684,1
4,8,0.003133645031187542,0.003133645031187542,1
5,8,-0.00036523810465109225,0.00036523810465109225,0
6,8,0.001700062715418222,0.001700062715418222,1
7,8,-0.010611985626697181,0.010611985626697181,0
9,8,-0.0011559928606311518,0.0011559928606311518,0
0,9,-0.01144064503595886,0.01144064503595886,0
1,9,0.005503170070810287,0.005503170070810287,1
2,9,0.0032131218104268777,0.0032131218104268777,1
3,9,0.003166738188697259,0.003166738188697259,1
4,9,0.005386523791225657,0.005386523791225657,1
5,9,-0.004062098376485638,0.004062098376485638,0
6,9,-0.011057597429175213,0.011057597429175213,0
7,9,-0.009723688623209447,0.009723688623209447,0
8,9,0.0014180144272017729,0.0014180144272017729,1
