Source,Target,W,Weight,Sight
1,0,-0.00409281641083602,0.00409281641083602,0
2,0,0.015040132419887007,0.015040132419887007,1
3,0,0.001673272242759193,0.001673272242759193,1
4,0,-0.017994855517221225,0.017994855517221225,0
5,0,0.015895971450700094,0.015895971450700094,1
6,0,0.0022670093650183796,0.0022670093650183796,1
7,0,0.030130174611463893,0.030130174611463893,1
8,0,-0.009018088295480703,0.009018088295480703,0
9,0,-0.0032998167446319773,0.0032998167446319773,0
0,1,-0.0031179736624979684,0.0031179736624979684,0
2,1,-0.008368232704197329,0.008368232704197329,0
3,1,0.011501489353610084,0.011501489353610084,1
4,1,-0.0018922917554786024,0.0018922917554786024,0
5,1,-0.004678611720629345,0.004678611720629345,0
6,1,0.0049590841704250386,0.0049590841704250386,1
7,1,0.011542632190901203,0.011542632190901203,1
8,1,-0.0009036617254869838,0.0009036617254869838,0
9,1,0.009911205696412488,0.009911205696412488,1
0,2,0.004356877490570496,0.004356877490570496,1
1,2,-0.021629889920609185,0.021629889920609185,0
3,2,0.013362747844942176,0.013362747844942176,1
4,2,-0.02303493373309442,0.02303493373309442,0
5,2,0.0065654207062616834,0.0065654207062616834,1
6,2,0.03378292454576871,0.03378292454576871,1
7,2,-0.03843591896575296,0.03843591896575296,0
8,2,-0.02128801576429267,0.02128801576429267,0
9,2,0.023457850303517463,0.023457850303517463,1
0,3,0.010763776301123344,0.010763776301123344,1
1,3,-0.002923186044102137,0.002923186044102137,0
2,3,-0.0011863052177872866,0.0011863052177872866,0
4,3,-0.008380764572013527,0.008380764572013527,0
5,3,-0.00371054310516136,0.00371054310516136,0
6,3,0.019806635620187616,0.019806635620187616,1
7,3,-1.118356710319101e-05,1.118356710319101e-05,0
8,3,-0.02189866125418529,0.02189866125418529,0
9,3,-0.004347923273866277,0.004347923273866277,0
0,4,-0.006693878824180935,0.006693878824180935,0
1,4,-0.008641096139973393,0.008641096139973393,0
2,4,-0.017501758675184876,0.017501758675184876,0
3,4,0.012750451921607524,0.012750451921607524,1
5,4,0.0034936454564331804,0.0034936454564331804,1
6,4,0.003490293283844879,0.003490293283844879,1
7,4,-0.007613500245106173,0.007613500245106173,0
8,4,-0.0032444463025448926,0.0032444463025448926,0
9,4,0.011792200147751869,0.011792200147751869,1
0,5,0.005610885647143291,0.005610885647143291,1
1,5,0.00048092165676237337,0.00048092165676237337,1
2,5,0.005268912783720922,0.005268912783720922,1
3,5,0.0012250776123289865,0.0012250776123289865,1
4,5,0.009244565536729223,0.009244565536729223,1
6,5,0.001928405031907913,0.001928405031907913,1
7,5,0.014169313832232125,0.014169313832232125,1
8,5,0.0021055989902901483,0.0021055989902901483,1
9,5,0.0012463140546065637,0.0012463140546065637,1
0,6,0.001997666588160344,0.001997666588160344,1
1,6,0.007325464514459523,0.007325464514459523,1
2,6,-0.0024573185502876917,0.0024573185502876917,0
3,6,0.008683213066959423,0.008683213066959423,1
4,6,0.0016404620962520912,0.0016404620962520912,1
5,6,-0.0022348819722300206,0.0022348819722300206,0
7,6,-0.008327455793250131,0.008327455793250131,0
8,6,0.008552650865334984,0.008552650865334984,1
9,6,-0.006995290834319419,0.006995290834319419,0
0,7,0.007531204656673006,0.007531204656673006,1
1,7,0.014853285862651387,0.014853285862651387,1
2,7,-0.003623860194337742,0.003623860194337742,0
3,7,-0.014574929841048172,0.014574929841048172,0
4,7,0.0334671532862477,0.0334671532862477,1
5,7,0.014537852657013382,0.014537852657013382,1
6,7,-0.015466862068670194,0.015466862068670194,0
8,7,-0.0020802781020426687,0.0020802781020426687,0
9,7,-0.002476849926995478,0.002476849926995478,0
0,8,0.009499775563086019,0.009499775563086019,1
1,8,-0.008810127442583568,0.008810127442583568,0
2,8,0.005212148178305645,0.005212148178305645,1
3,8,-0.006042914692064589,0.006042914692064589,0
4,8,-0.010348887819368666,0.010348887819368666,0
5,8,0.012900792820470963,0.012900792820470963,1
6,8,0.011396700126002902,0.011396700126002902,1
7,8,0.004915839798612122,0.004915839798612122,1
9,8,0.02414534464781422,0.02414534464781422,1
0,9,-0.010039003275347782,0.010039003275347782,0
1,9,0.01580062264062322,0.01580062264062322,1
2,9,-0.0043314371567896495,0.0043314371567896495,0
3,9,-0.00885818072104969,0.00885818072104969,0
4,9,-0.010684170304203615,0.010684170304203615,0
5,9,-0.015644867550266686,0.015644867550266686,0
6,9,0.002832222672704712,0.002832222672704712,1
7,9,-0.022170981302322496,0.022170981302322496,0
8,9,0.0014275459862689423,0.0014275459862689423,1
