Source,Target,W,Weight,Sight
1,0,0.0032561067870799307,0.0032561067870799307,1
2,0,0.004243820144213038,0.004243820144213038,1
3,0,-0.005538638887534457,0.005538638887534457,0
4,0,-0.004360522173568284,0.004360522173568284,0
5,0,0.011569336297573389,0.011569336297573389,1
6,0,0.02072542393198989,0.02072542393198989,1
7,0,-0.01035308613943742,0.01035308613943742,0
8,0,0.015041679499005672,0.015041679499005672,1
9,0,0.011583585200853634,0.011583585200853634,1
0,1,0.002083857063741791,0.002083857063741791,1
2,1,-0.006478262899004436,0.006478262899004436,0
3,1,0.017061995524579432,0.017061995524579432,1
4,1,-0.020330159428364268,0.020330159428364268,0
5,1,-0.00786899183482217,0.00786899183482217,0
6,1,-0.0025749969014899885,0.0025749969014899885,0
7,1,0.03223631123351043,0.03223631123351043,1
8,1,-0.001818056320286518,0.001818056320286518,0
9,1,0.0028922011621606253,0.0028922011621606253,1
0,2,0.007254648710605345,0.007254648710605345,1
1,2,-0.006201997265394718,0.006201997265394718,0
3,2,0.013074208638880152,0.013074208638880152,1
4,2,-0.023470539572805916,0.023470539572805916,0
5,2,0.008131245499210757,0.008131245499210757,1
6,2,-0.007844187124366981,0.007844187124366981,0
7,2,-0.017401098083056784,0.017401098083056784,0
8,2,-0.005463559320716185,0.005463559320716185,0
9,2,0.00710795130568442,0.00710795130568442,1
0,3,0.0007673563445685762,0.0007673563445685762,1
1,3,0.00514622384018015,0.00514622384018015,1
2,3,0.006606877354236751,0.006606877354236751,1
4,3,0.016076521194690423,0.016076521194690423,1
5,3,0.006003927503383497,0.006003927503383497,1
6,3,0.013911692299108583,0.013911692299108583,1
7,3,-0.0023863556462661666,0.0023863556462661666,0
8,3,-0.008207373172102779,0.008207373172102779,0
9,3,-0.00103981069043075,0.00103981069043075,0
0,4,-0.006419601677959172,0.006419601677959172,0
1,4,-0.007973763629569997,0.007973763629569997,0
2,4,-0.013213974212106945,0.013213974212106945,0
3,4,0.010344418333826494,0.010344418333826494,1
5,4,-0.0016609850182984223,0.0016609850182984223,0
6,4,0.004764526826495395,0.004764526826495395,1
7,4,-0.0015198896443454288,0.0015198896443454288,0
8,4,-0.0014718534168796126,0.0014718534168796126,0
9,4,0.004536207285227017,0.004536207285227017,1
0,5,0.002935929165848503,0.002935929165848503,1
1,5,5.4541205688244904e-05,5.4541205688244904e-05,1
2,5,0.0008769721075951513,0.0008769721075951513,1
3,5,0.005170594284759719,0.005170594284759719,1
4,5,-0.0042945708085598356,0.0042945708085598356,0
6,5,-0.014789417143671393,0.014789417143671393,0
7,5,0.01239801165855285,0.01239801165855285,1
8,5,-0.0036475793315523188,0.0036475793315523188,0
9,5,-0.000989744631013295,0.000989744631013295,0
0,6,0.006520734521930181,0.006520734521930181,1
1,6,-0.0032268678158174613,0.0032268678158174613,0
2,6,-0.00040077389666583066,0.00040077389666583066,0
3,6,0.013166752944722448,0.013166752944722448,1
4,6,-0.0024473130186952875,0.0024473130186952875,0
5,6,-0.013834966244490154,0.013834966244490154,0
7,6,0.0035954204700736486,0.0035954204700736486,1
8,6,-0.005188738653421017,0.005188738653421017,0
9,6,-0.019575741838009742,0.019575741838009742,0
0,7,-0.0030618659979145223,0.0030618659979145223,0
1,7,0.006198199285198888,0.006198199285198888,1
2,7,-0.006700380423898256,0.006700380423898256,0
3,7,-0.0031916740229855248,0.0031916740229855248,0
4,7,0.001240826508627906,0.001240826508627906,1
5,7,0.006961664324481414,0.006961664324481414,1
6,7,-0.0018872421047525104,0.0018872421047525104,0
8,7,0.00059672744100648,0.00059672744100648,1
9,7,0.006445964957005282,0.006445964957005282,1
0,8,0.0027801421582602137,0.0027801421582602137,1
1,8,-0.0029350489745140693,0.0029350489745140693,0
2,8,-0.00016101607693069027,0.00016101607693069027,0
3,8,-0.006678121179968466,0.006678121179968466,0
4,8,0.002837454276254744,0.002837454276254744,1
5,8,0.0014341389010363668,0.0014341389010363668,1
6,8,0.010664265473754033,0.010664265473754033,1
7,8,-0.005285258633161757,0.005285258633161757,0
9,8,-0.00783093974933713,0.00783093974933713,0
0,9,-0.0018995517389066522,0.0018995517389066522,0
1,9,0.0013324945081571293,0.0013324945081571293,1
2,9,0.0007872859611630002,0.0007872859611630002,1
3,9,-0.0014007715748273163,0.0014007715748273163,0
4,9,-0.0013472923232337956,0.0013472923232337956,0
5,9,-0.0005822220497468238,0.0005822220497468238,0
6,9,-0.011019995844721192,0.011019995844721192,0
7,9,0.0004205253917912896,0.0004205253917912896,1
8,9,-0.0073653005785202195,0.0073653005785202195,0
