Source,Target,W,Weight,Sight
1,0,-0.0013170898679194488,0.0013170898679194488,0
2,0,0.007155425669542253,0.007155425669542253,1
3,0,-0.004293820220637975,0.004293820220637975,0
4,0,-0.008992269192160946,0.008992269192160946,0
5,0,0.007576116646426697,0.007576116646426697,1
6,0,0.014591517370279694,0.014591517370279694,1
7,0,-0.002571965758744578,0.002571965758744578,0
8,0,0.0007287206223683258,0.0007287206223683258,1
9,0,0.007529523480501116,0.007529523480501116,1
0,1,-0.0048764277799551664,0.0048764277799551664,0
2,1,-0.011372808010977887,0.011372808010977887,0
3,1,0.008244823326817417,0.008244823326817417,1
4,1,-0.015117561058815109,0.015117561058815109,0
5,1,0.00040113701501995634,0.00040113701501995634,1
6,1,0.0039929266826835815,0.0039929266826835815,1
7,1,0.02170877645328753,0.02170877645328753,1
8,1,-0.008522459972431843,0.008522459972431843,0
9,1,0.0034479851888973125,0.0034479851888973125,1
0,2,0.008545400107478304,0.008545400107478304,1
1,2,-0.01383058045428001,0.01383058045428001,0
3,2,0.021873093812383938,0.021873093812383938,1
4,2,-0.030261501397513352,0.030261501397513352,0
5,2,-0.0016068962239490486,0.0016068962239490486,0
6,2,-0.0008059918897581535,0.0008059918897581535,0
7,2,-0.024125491565113132,0.024125491565113132,0
8,2,0.010202966287434183,0.010202966287434183,1
9,2,0.020837001571354822,0.020837001571354822,1
0,3,-0.00019568222632997972,0.00019568222632997972,0
1,3,0.0036313425828257886,0.0036313425828257886,1
2,3,0.006798923692848818,0.006798923692848818,1
4,3,0.0049867253707522935,0.0049867253707522935,1
5,3,-0.00011917822276268122,0.00011917822276268122,0
6,3,0.007618194971439109,0.007618194971439109,1
7,3,0.00018783986402218743,0.00018783986402218743,1
8,3,-0.004491215072649803,0.004491215072649803,0
9,3,0.0014637589195777088,0.0014637589195777088,1
0,4,-0.008009202047518586,0.008009202047518586,0
1,4,-0.008141144174543605,0.008141144174543605,0
2,4,-0.014186911242182002,0.014186911242182002,0
3,4,0.0036821955248736208,0.0036821955248736208,1
5,4,0.0009193770503451421,0.0009193770503451421,1
6,4,0.012799662743216759,0.012799662743216759,1
7,4,0.0023388694891433508,0.0023388694891433508,1
8,4,-0.007755552566319074,0.007755552566319074,0
9,4,-0.0011984048054662572,0.0011984048054662572,0
0,5,0.0018744154270528752,0.0018744154270528752,1
1,5,0.0019150175538719173,0.0019150175538719173,1
2,5,-0.00016349223349243928,0.00016349223349243928,0
3,5,0.006691110520508239,0.006691110520508239,1
4,5,0.00029582172155592085,0.00029582172155592085,1
6,5,-0.004674762879145573,0.004674762879145573,0
7,5,0.0007602979185187315,0.0007602979185187315,1
8,5,-0.013482522999267905,0.013482522999267905,0
9,5,-0.004445610318024876,0.004445610318024876,0
0,6,0.003695781692008364,0.003695781692008364,1
1,6,-0.0007224031866978663,0.0007224031866978663,0
2,6,-0.0014866657912818862,0.0014866657912818862,0
3,6,0.005197054654783473,0.005197054654783473,1
4,6,0.00010131403557024868,0.00010131403557024868,1
5,6,-0.001547481661391812,0.001547481661391812,0
7,6,-0.005002227934740906,0.005002227934740906,0
8,6,0.004651603561087762,0.004651603561087762,1
9,6,-0.006659236147330597,0.006659236147330597,0
0,7,0.001602352107091325,0.001602352107091325,1
1,7,0.00599983390799125,0.00599983390799125,1
2,7,-0.0032315983416262056,0.0032315983416262056,0
3,7,-0.0017643028432487897,0.0017643028432487897,0
4,7,0.0009196357006557662,0.0009196357006557662,1
5,7,0.0034407743735706616,0.0034407743735706616,1
6,7,-1.347352012342489e-05,1.347352012342489e-05,0
8,7,0.0037083257071852775,0.0037083257071852775,1
9,7,0.006442123855185829,0.006442123855185829,1
0,8,-0.0017525014730988538,0.0017525014730988538,0
1,8,-0.0017173820440817154,0.0017173820440817154,0
2,8,-0.00219751667510241,0.00219751667510241,0
3,8,-0.002553118596584631,0.002553118596584631,0
4,8,-0.0038146084372628537,0.0038146084372628537,0
5,8,-0.0013357111193287006,0.0013357111193287006,0
6,8,0.004951600156776084,0.004951600156776084,1
7,8,0.0004963502749305629,0.0004963502749305629,1
9,8,-0.0010610692154317891,0.0010610692154317891,0
0,9,-2.464568250429478e-05,2.464568250429478e-05,0
1,9,0.002906977434967255,0.002906977434967255,1
2,9,-0.001368873256873731,0.001368873256873731,0
3,9,0.004632387821942088,0.004632387821942088,1
4,9,0.0005738147750895343,0.0005738147750895343,1
5,9,-0.0019447488554068496,0.0019447488554068496,0
6,9,-0.007826140292211603,0.007826140292211603,0
7,9,0.00016812374242928873,0.00016812374242928873,1
8,9,-0.0023795245138567376,0.0023795245138567376,0
