Source,Target,W,Weight,Sight
1,0,-0.0027625852864165074,0.0027625852864165074,0
2,0,0.006217537467503796,0.006217537467503796,1
3,0,0.0030878570959382554,0.0030878570959382554,1
4,0,-0.017468673661481863,0.017468673661481863,0
5,0,0.015911265660157905,0.015911265660157905,1
6,0,0.046656999065403285,0.046656999065403285,1
7,0,-0.02160879842026599,0.02160879842026599,0
8,0,-0.015381442635778708,0.015381442635778708,0
9,0,-0.011012163333860165,0.011012163333860165,0
0,1,-0.0008287608918743835,0.0008287608918743835,0
2,1,-0.009279588632156437,0.009279588632156437,0
3,1,-0.01081316650763232,0.01081316650763232,0
4,1,-0.015667999512626877,0.015667999512626877,0
5,1,-0.009483654194648396,0.009483654194648396,0
6,1,-0.0009176508374086282,0.0009176508374086282,0
7,1,-0.008681092959264456,0.008681092959264456,0
8,1,-0.01687033111567065,0.01687033111567065,0
9,1,-0.007803155001801482,0.007803155001801482,0
0,2,0.00718426807297549,0.00718426807297549,1
1,2,-0.005201895055964853,0.005201895055964853,0
3,2,-0.021420273134972988,0.021420273134972988,0
4,2,-0.012780091032863549,0.012780091032863549,0
5,2,-0.0001892722035495039,0.0001892722035495039,0
6,2,-0.0406982891571483,0.0406982891571483,0
7,2,-0.03266495172191623,0.03266495172191623,0
8,2,0.006163108076248123,0.006163108076248123,1
9,2,0.020358220220646272,0.020358220220646272,1
0,3,-0.000507305314686712,0.000507305314686712,0
1,3,-0.0014298607850149663,0.0014298607850149663,0
2,3,0.00047549812394101715,0.00047549812394101715,1
4,3,0.004130920965202762,0.004130920965202762,1
5,3,-0.00356883429851109,0.00356883429851109,0
6,3,0.007624673751595737,0.007624673751595737,1
7,3,-0.007944474146522032,0.007944474146522032,0
8,3,-0.007590327774450804,0.007590327774450804,0
9,3,-5.281457582120408e-06,5.281457582120408e-06,0
0,4,-0.0006230748005380803,0.0006230748005380803,0
1,4,-0.01349354779118183,0.01349354779118183,0
2,4,-0.012727171760949205,0.012727171760949205,0
3,4,-0.01104540068986001,0.01104540068986001,0
5,4,-0.005518796119800643,0.005518796119800643,0
6,4,0.007375636884968298,0.007375636884968298,1
7,4,-0.004434586431939698,0.004434586431939698,0
8,4,-0.011045392233611236,0.011045392233611236,0
9,4,-0.022022663689589803,0.022022663689589803,0
0,5,0.011320933153052755,0.011320933153052755,1
1,5,-0.005283367694149241,0.005283367694149241,0
2,5,-0.0023174965374028475,0.0023174965374028475,0
3,5,-0.011045265187095313,0.011045265187095313,0
4,5,-0.005635018690173976,0.005635018690173976,0
6,5,0.002452795392959152,0.002452795392959152,1
7,5,0.013194928897570206,0.013194928897570206,1
8,5,-0.015513902512530157,0.015513902512530157,0
9,5,-0.0051357939784385746,0.0051357939784385746,0
0,6,0.010854960122307892,0.010854960122307892,1
1,6,0.0025861464455173445,0.0025861464455173445,1
2,6,-0.01460170854170242,0.01460170854170242,0
3,6,0.002296433788823949,0.002296433788823949,1
4,6,0.011844055224830164,0.011844055224830164,1
5,6,0.009896193378956534,0.009896193378956534,1
7,6,0.005447353027890628,0.005447353027890628,1
8,6,0.010849830686671164,0.010849830686671164,1
9,6,-0.018211122614625704,0.018211122614625704,0
0,7,-0.0019321866250551422,0.0019321866250551422,0
1,7,0.01286720179534868,0.01286720179534868,1
2,7,-0.011420389921589634,0.011420389921589634,0
3,7,0.0029770174760432424,0.0029770174760432424,1
4,7,0.005480548968569485,0.005480548968569485,1
5,7,0.013594604609083115,0.013594604609083115,1
6,7,-0.006071154389652033,0.006071154389652033,0
8,7,0.005860890472788808,0.005860890472788808,1
9,7,0.027699262407851914,0.027699262407851914,1
0,8,0.008188342189990675,0.008188342189990675,1
1,8,-0.01614759369023429,0.01614759369023429,0
2,8,-0.008623175430577109,0.008623175430577109,0
3,8,-0.0162262748360515,0.0162262748360515,0
4,8,0.011325635484238815,0.011325635484238815,1
5,8,-0.016027876474474106,0.016027876474474106,0
6,8,0.05472337754785508,0.05472337754785508,1
7,8,-0.029775761739587868,0.029775761739587868,0
9,8,-0.04277967611781853,0.04277967611781853,0
0,9,0.004794663886847384,0.004794663886847384,1
1,9,-0.007694048308207677,0.007694048308207677,0
2,9,0.01070997631529886,0.01070997631529886,1
3,9,0.01849173328862543,0.01849173328862543,1
4,9,0.009581024444711813,0.009581024444711813,1
5,9,0.007347424784813446,0.007347424784813446,1
6,9,0.047562873593322494,0.047562873593322494,1
7,9,0.02788300938099326,0.02788300938099326,1
8,9,-0.023037182303817853,0.023037182303817853,0
