Source,Target,W,Weight,Sight
1,0,-0.0014314883667475489,0.0014314883667475489,0
2,0,0.007005064979164803,0.007005064979164803,1
3,0,-0.0046487622237164706,0.0046487622237164706,0
4,0,-0.008679766696228249,0.008679766696228249,0
5,0,0.0077246222869077836,0.0077246222869077836,1
6,0,0.01434107353931645,0.01434107353931645,1
7,0,-0.0031447561498903877,0.0031447561498903877,0
8,0,0.002020838619886474,0.002020838619886474,1
9,0,0.006829640682977766,0.006829640682977766,1
0,1,-0.005213917503599968,0.005213917503599968,0
2,1,-0.011709331848710551,0.011709331848710551,0
3,1,0.008507714461178801,0.008507714461178801,1
4,1,-0.01445479443384237,0.01445479443384237,0
5,1,0.00011800088251687433,0.00011800088251687433,1
6,1,0.003776960136923214,0.003776960136923214,1
7,1,0.02111056512088883,0.02111056512088883,1
8,1,-0.00930224229072353,0.00930224229072353,0
9,1,0.004120299798780456,0.004120299798780456,1
0,2,0.009150285255446786,0.009150285255446786,1
1,2,-0.014618669122772763,0.014618669122772763,0
3,2,0.02438927048424804,0.02438927048424804,1
4,2,-0.0317596583189949,0.0317596583189949,0
5,2,-0.0010701224327458877,0.0010701224327458877,0
6,2,-0.0017145401111642862,0.0017145401111642862,0
7,2,-0.026792397871134237,0.026792397871134237,0
8,2,0.012240075052655284,0.012240075052655284,1
9,2,0.022197971188225456,0.022197971188225456,1
0,3,-0.00044067713406814514,0.00044067713406814514,0
1,3,0.0038363141637335696,0.0038363141637335696,1
2,3,0.007147155467362522,0.007147155467362522,1
4,3,0.005151853237208925,0.005151853237208925,1
5,3,-0.000549068346958193,0.000549068346958193,0
6,3,0.007918878811050913,0.007918878811050913,1
7,3,0.0010632291692921835,0.0010632291692921835,1
8,3,-0.005580680847849284,0.005580680847849284,0
9,3,0.00142212933971082,0.00142212933971082,1
0,4,-0.007917875381194952,0.007917875381194952,0
1,4,-0.008211742687374722,0.008211742687374722,0
2,4,-0.014688841503005472,0.014688841503005472,0
3,4,0.004334417756925946,0.004334417756925946,1
5,4,0.0013526427227819793,0.0013526427227819793,1
6,4,0.01279832868687496,0.01279832868687496,1
7,4,0.0014160661472190053,0.0014160661472190053,1
8,4,-0.006981757817260876,0.006981757817260876,0
9,4,-0.0017797503408567199,0.0017797503408567199,0
0,5,0.002072352858842307,0.002072352858842307,1
1,5,0.0018091159797099243,0.0018091159797099243,1
2,5,9.388493214735413e-06,9.388493214735413e-06,1
3,5,0.006255575822064226,0.006255575822064226,1
4,5,1.923627663943452e-05,1.923627663943452e-05,1
6,5,-0.004484502058011027,0.004484502058011027,0
7,5,0.0008827354995196902,0.0008827354995196902,1
8,5,-0.01330453593510346,0.01330453593510346,0
9,5,-0.005067672723852903,0.005067672723852903,0
0,6,0.003533257632018438,0.003533257632018438,1
1,6,-0.0008569927329079679,0.0008569927329079679,0
2,6,-0.0018130793747803701,0.0018130793747803701,0
3,6,0.004795778336536077,0.004795778336536077,1
4,6,-8.920007668123398e-05,8.920007668123398e-05,0
5,6,-0.0013363226870543212,0.0013363226870543212,0
7,6,-0.0050681238506447585,0.0050681238506447585,0
8,6,0.004126724538115743,0.004126724538115743,1
9,6,-0.00634731589393245,0.00634731589393245,0
0,7,0.0015561085124230678,0.0015561085124230678,1
1,7,0.006047584777443336,0.006047584777443336,1
2,7,-0.0029424944611395423,0.0029424944611395423,0
3,7,-0.0011413535608877502,0.0011413535608877502,0
4,7,0.0008082932169045337,0.0008082932169045337,1
5,7,0.003622932515602275,0.003622932515602275,1
6,7,-0.00016967958818073006,0.00016967958818073006,0
8,7,0.0036460885425245956,0.0036460885425245956,1
9,7,0.006536893083488599,0.006536893083488599,1
0,8,-0.00184107024049054,0.00184107024049054,0
1,8,-0.001574695966310653,0.001574695966310653,0
2,8,-0.002249900671350128,0.002249900671350128,0
3,8,-0.002448852579364838,0.002448852579364838,0
4,8,-0.0034458202127173004,0.0034458202127173004,0
5,8,-0.0015859471718800077,0.0015859471718800077,0
6,8,0.004227156983546421,0.004227156983546421,1
7,8,0.0008231488602123853,0.0008231488602123853,1
9,8,-0.000523176814728766,0.000523176814728766,0
0,9,-0.00021073283404753304,0.00021073283404753304,0
1,9,0.0028808519121401423,0.0028808519121401423,1
2,9,-0.0010490948233710423,0.0010490948233710423,0
3,9,0.004924936701280791,0.004924936701280791,1
4,9,0.0013447861671159254,0.0013447861671159254,1
5,9,-0.0024689479577590908,0.0024689479577590908,0
6,9,-0.007413409230902175,0.007413409230902175,0
7,9,0.00035902979727457575,0.00035902979727457575,1
8,9,-0.0025507472285784013,0.0025507472285784013,0
